Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason,AvgMonthlySpend,TotalServices,AvgRevenuePerMonth
0017-DINOC,Male,0.029271555040876,No,0.0,Rancho Santa Fe,92091,-1.2977783936625882,1.1834914578615485,-0.6786996571864785,0.8807234049149972,Offer B,No,2.6327566876300373e-16,No,Yes,Cable,-1.1429985747958538,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,-0.5895718150260196,0.07950750218186142,0.0,0.0,-0.899567221540124,-0.20012716486249305,Stayed,Competitor,Competitor had better devices,-0.6359282181003225,-0.14945546903211193,-1.1856482185005974
0017-IUDMW,Female,-1.284226958530967,Yes,0.0,Sunnyvale,94086,0.47841399557697023,-1.0508293196174177,0.07294460502979132,1.614210213225845,Offer B,Yes,-0.6973712032516982,Yes,Yes,Fiber Optic,1.7673952218867752,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,1.7051140709410506,2.7255985737161508,0.0,0.0,0.5000795340121804,2.2979404924136264,Stayed,Competitor,Competitor had better devices,1.7454807837102322,2.150504185140862,1.264279809072166
0018-NYROU,Female,0.6860208118267975,Yes,0.0,Antelope,95843,1.0199654522743997,-0.7458330342479885,-0.6786996571864785,-1.115990684375644,Offer B,Yes,-0.5017326496351295,No,Yes,Fiber Optic,-1.1429985747958538,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.17158446698121388,-0.8512050114800234,0.0,0.0,-0.7863419283594275,-0.9045139510535825,Stayed,Competitor,Competitor had better devices,0.18342229487928968,-0.9161086870897699,0.023559703795867675
0019-EFAEP,Female,-0.8662956133035624,No,0.0,La Mesa,91942,-1.3832705290858682,1.2721576001572836,-0.6786996571864785,1.614210213225845,Offer A,Yes,-1.7170630584653306,Yes,Yes,Fiber Optic,-0.6440739239359745,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,1.2083594447889612,2.19803080145718,0.0,0.0,-0.7028648355318363,1.534003355938439,Stayed,Competitor,Competitor had better devices,1.1954488489216686,1.000524358054375,0.4179684621882761
0019-GFNTW,Female,-0.4483642680761578,No,0.0,Los Olivos,93441,-0.6048051708223401,-0.12505677486463834,-0.6786996571864785,0.962221939171758,Offer B,No,2.6327566876300373e-16,No,Yes,DSL,-0.39461159850603483,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,-0.5943791178597497,0.12343838610355146,0.0,0.0,-0.899567221540124,-0.16534112231594938,Stayed,Competitor,Competitor had better devices,-0.6309483428228958,0.23387113999671708,-1.18145819516511
0020-INWCK,Female,0.6860208118267975,Yes,0.0,Woodlake,93286,0.10822473325625223,0.3074521840692004,2.1399663261245334,1.5734609460974645,Offer A,Yes,0.13631581500072634,Yes,Yes,Fiber Optic,-0.9766903578425606,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,1.0304892399409553,2.0162835935902974,0.0,0.0,1.4504920378648165,2.0097946506827835,Stayed,Competitor,Competitor had better devices,1.0503473523212856,1.000524358054375,0.9929611223857226
0020-JDNXP,Female,0.32779394448902216,Yes,0.0,Point Reyes Station,94956,0.7545545772966076,-1.4269145808148407,-0.6786996571864785,0.06573806234738858,Offer B,No,2.6327566876300373e-16,No,Yes,DSL,-0.31145749002938833,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,-0.07519041181692089,-0.12673155960419485,0.0,0.0,-0.899567221540124,-0.36343461824398215,Stayed,Competitor,Competitor had better devices,-0.20337409412841803,1.000524358054375,-0.8217009763840842
0021-IKXGC,Female,1.5218835022816066,No,0.0,San Marcos,92078,-1.2469559826434515,1.2025628645146722,-0.6786996571864785,-1.2789877528891658,Offer E,Yes,-1.308000628176141,Yes,Yes,Fiber Optic,-0.1451492730760952,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,0.2725378264895414,-0.9745027409397947,0.0,0.0,-0.8901327922852821,-1.0320150178982122,Joined,Competitor,Competitor had better devices,0.24304934527544003,-0.5327820780609409,-0.2295184430232136
0022-TCJCI,Male,1.9398148475090113,No,0.0,Daly City,94015,0.6008656750356247,-1.264754938254867,-0.6786996571864785,0.5139800007595733,Offer B,Yes,-1.0930946412488494,No,Yes,DSL,-0.5609198154593279,Yes,No,Yes,No,No,Yes,No,Yes,One Year,No,Credit Card,-0.0287198177575318,0.22555397163322605,0.0,0.0,-0.3165632052322271,0.08329783874877418,Churned,Dissatisfaction,Limited range of services,-0.09042045508821596,0.23387113999671708,-0.42926808166529334
0023-HGHWL,Male,1.2233611128334605,No,0.0,Morgan Hill,95037,0.3905165976434751,-0.8785739237825612,-0.6786996571864785,-1.2789877528891658,Offer B,No,2.6327566876300373e-16,No,Yes,Cable,-1.2261526832725003,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-1.2337503947458257,-0.9952435902046811,0.0,0.0,-0.899567221540124,-1.0511534563740956,Churned,Competitor,Competitor made better offer,-1.3138791928462654,-1.2994352961185989,-1.7560702162920556
0023-UYUPN,Female,1.9398148475090113,Yes,0.0,Ahwahnee,93601,0.4773101996287838,0.007774632481719266,-0.6786996571864785,0.7177263364014754,Offer B,Yes,0.44533580309962495,Yes,No,Fiber Optic,0.20326297480249136,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,-1.230545526190006,-0.429856865137183,0.0,0.0,1.008567343966197,-0.054326298438129514,Stayed,Competitor,Competitor had better devices,-1.2798917741204598,-0.9161086870897699,-0.8514552016268458
0023-XUOPT,Female,-1.2245224806413377,Yes,0.0,Carnelian Bay,96140,1.2273316476986795,-0.1555617416315116,-0.30287752607834356,-0.7899965473486005,Offer B,Yes,1.3442356725575728,Yes,Yes,Fiber Optic,1.7673952218867752,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.9776089087699262,-0.4698822912717616,0.0,0.0,-0.21198310333782083,-0.4372767730499653,Churned,Other,Don't know,0.9522035386621348,0.6171977490255461,1.3646980736682832
0027-KWYKW,Female,-0.9857045690828209,Yes,0.0,Alpaugh,93201,-0.13279123860977168,0.1197214917757291,-0.30287752607834356,-0.3825038760647962,Offer D,Yes,0.7032229874123747,Yes,Yes,Fiber Optic,0.5200835947370771,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6459050132425636,-0.1899470203955772,0.0,0.0,0.0753602278279894,-0.13292074032229453,Stayed,Competitor,Competitor had better devices,0.5190765000682478,-0.14945546903211193,0.7591756177184252
0030-FNXPP,Female,-1.4633403921998547,No,0.0,Keeler,93530,0.14705526205664482,0.8328672324417569,-0.6786996571864785,-1.1974892186324049,Offer B,Yes,-1.652591262387143,No,No,Fiber Optic,0.20326297480249136,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,-1.4020059939263723,-0.9810780314514289,0.0,0.0,-0.8882021947929785,-1.0366659694431093,Joined,Competitor,Competitor had better devices,-1.513740232137066,-1.2994352961185989,-1.8372707670702777
0031-PVLZI,Female,-0.7468866575243039,Yes,0.0,Korbel,95550,1.8507904346298627,-1.8790088090564239,-0.6786996571864785,-1.1567399515040244,Offer E,Yes,-0.9626689388378032,No,No,Fiber Optic,0.20326297480249136,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,-1.3859816511472725,-0.9726272386126508,0.0,0.0,-0.83919658800721,-1.01587121914733,Churned,Price,Long distance charges,-1.5130501042389624,-1.2994352961185989,-1.5772013828987237
0032-PGELS,Female,-0.5677732238554163,Yes,0.0,Palomar Mountain,92060,-1.169660291628086,1.3617558438174893,-0.30287752607834356,-1.2789877528891658,Offer B,No,2.6327566876300373e-16,No,Yes,DSL,-0.39461159850603483,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,-1.0606874927315495,-0.9928605990125452,0.0,0.0,-0.899567221540124,-1.0492665188577588,Churned,Attitude,Attitude of service provider,-1.134998041657814,-0.9161086870897699,-1.6055611862454653
0036-IHMOT,Female,-0.5677732238554163,Yes,0.0,Parlier,93648,0.1720634301465986,0.10934443699343765,2.1399663261245334,0.9214726720433777,Offer B,Yes,0.7128567040677363,No,Yes,Fiber Optic,1.7673952218867752,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,1.2852762901286399,1.4899735111271761,0.0,0.0,1.4404626446029125,1.5971458761610453,Stayed,Competitor,Competitor had better devices,1.2616781228763432,1.000524358054375,1.39775275691822
0040-HALCW,Male,-0.26925083440727016,Yes,0.0,Modesto,95358,0.5732274346184834,-0.6275364665054443,0.4487667361379262,0.8807234049149972,Offer B,Yes,-0.42392186126490317,No,No,Fiber Optic,0.20326297480249136,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,-1.3843792168693627,-0.5250441244230551,0.0,0.0,0.392111779914298,-0.3071060390525923,Stayed,Competitor,Competitor had better devices,-1.4763199638843378,-1.2994352961185989,-1.3436672155814053
0042-JVWOJ,Male,1.044247679164573,No,0.0,Glen Ellen,95442,0.8795083292587312,-1.283941000802931,-0.6786996571864785,-0.2602560746796549,Offer C,Yes,0.9099773679389764,No,No,Fiber Optic,0.20326297480249136,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,-1.410018165315922,-0.7980951985219581,0.0,0.0,0.2906036350359472,-0.5599556662417342,Stayed,Competitor,Competitor had better devices,-1.544169563767295,-1.2994352961185989,-0.9218385412047585
0042-RLHYP,Female,0.029271555040876,Yes,0.0,Eureka,95503,1.8389751597628288,-2.020270906134658,1.2004109983541962,1.4919624118407038,Offer B,Yes,0.961110171725125,No,No,Fiber Optic,0.20326297480249136,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,-1.4068132967601021,-0.3898755684691254,0.0,0.0,2.3167717742698337,0.35381479201680355,Stayed,Competitor,Competitor had better devices,-1.4747089986651896,-1.2994352961185989,-0.8213832873733611
0048-LUMLS,Male,-1.4036359143102255,Yes,0.0,Moss Beach,94038,0.5339136659772878,-1.274503474487617,-0.30287752607834356,0.18798586373252987,Offer C,Yes,1.3034776405541206,No,Yes,Fiber Optic,1.7673952218867752,No,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,0.8846677206511485,0.4268064037024054,0.0,0.0,1.0326937415586948,0.6309534982356819,Stayed,Competitor,Competitor had better devices,0.7621896631764585,0.23387113999671708,1.189492443711838
0048-PIHNL,Female,0.08897603293050522,Yes,0.0,Los Angeles,90058,-0.8894520699408516,0.7122636209833543,1.2004109983541962,0.6769770692730951,Offer B,Yes,1.7903508592135364,No,No,Fiber Optic,0.20326297480249136,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,-1.3827767825914528,-0.608757722413458,0.0,0.0,2.0502643254737904,0.103799065430901,Stayed,Competitor,Competitor had better devices,-1.5362975554350804,-1.2994352961185989,-0.5613152015888847
0052-DCKON,Male,-1.1051135248620794,Yes,0.0,Los Angeles,90063,-0.8721745241155396,0.7294559707025166,2.1399663261245334,1.3697146104555624,Offer B,Yes,1.359797830231618,Yes,Yes,Fiber Optic,1.4347787879801892,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,-2.1022697733730267,2.4985083389989056,0.0,0.0,2.5875684278718913,2.7247727472664964,Stayed,Competitor,Competitor had better devices,1.8409087416446714,2.150504185140862,2.118299957637618
0052-YNYOT,Female,-1.1051135248620794,No,0.0,Calexico,92231,-1.4204743259494097,2.0078515598369555,-0.6786996571864785,1.4104638775839429,Offer B,Yes,-0.17048100771616595,No,No,Fiber Optic,0.20326297480249136,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,-1.3795719140356326,-0.41348483305787903,0.0,0.0,0.9812961366220849,-0.0598787867963876,Stayed,Competitor,Competitor had better devices,-1.4811414743472413,-1.2994352961185989,-1.265102105868379
0056-EPFBG,Male,-0.8065911354139331,Yes,0.0,Redding,96003,1.8147596994419022,-1.1781177875249327,0.8245888672460612,-0.5047516774499374,Offer B,No,2.6327566876300373e-16,No,Yes,Cable,-0.1451492730760952,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,-0.7754541912635758,-0.6420754696368394,0.0,0.0,-0.899567221540124,-0.7715023277955022,Stayed,Competitor,Competitor had better devices,-0.7782295234541808,-0.14945546903211193,-1.3053792874303216
0057-QBUQH,Female,-0.9260000911931916,No,0.0,San Martin,95046,0.35938874177912955,-0.8586349387179747,-0.6786996571864785,0.43248146650281244,Offer B,Yes,0.3867924480401214,Yes,No,Fiber Optic,0.20326297480249136,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,-1.2337503947458257,-0.5340686003266066,0.0,0.0,0.7001817143465371,-0.22559383267557306,Stayed,Competitor,Competitor had better devices,-1.3209281270985234,-0.9161086870897699,-0.908001742381387
0058-EVZWM,Female,-0.5677732238554163,Yes,0.0,Stockton,95209,0.7481784848120524,-0.7387016232607219,0.07294460502979132,0.9214726720433777,Offer B,Yes,-1.5073444574293875,Yes,Yes,Fiber Optic,-1.2261526832725003,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8397995608696692,1.182324935275782,0.0,0.0,-0.5603163162887934,0.7707546022238408,Stayed,Competitor,Competitor had better devices,0.8417892523341592,0.23387113999671708,0.1992802632862889
0060-FUALY,Female,0.8054297676060559,Yes,0.0,Los Angeles,90003,-0.9046362515605749,0.688817650954321,0.8245888672460612,1.0844697405568993,Offer B,Yes,-0.6692111084129497,Yes,Yes,Fiber Optic,-0.8103821408892675,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.9984405543827559,1.4638929964132443,0.0,0.0,0.2745881753356427,1.233983785169609,Stayed,Competitor,Competitor had better devices,0.9975111999819104,0.6171977490255461,0.6455361446296439
0064-SUDOG,Female,0.08897603293050522,Yes,0.0,Huntington Park,90255,-0.8990062846307224,0.7146463283059905,0.4487667361379262,-0.8307458144769809,Offer B,Yes,-0.4550461766129935,No,No,Fiber Optic,0.20326297480249136,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,-1.3875840854251824,-0.9072494339617376,0.0,0.0,-0.6186470732260658,-0.900631751830156,Stayed,Competitor,Competitor had better devices,-1.525610431984448,-1.2994352961185989,-1.3968460405666598
0064-YIJGF,Male,0.8054297676060559,Yes,0.0,Yermo,92398,-0.4796573938109761,1.3566492466508613,1.952055260570466,-0.21950680755127444,Offer C,Yes,-0.011895210466371363,Yes,Yes,Fiber Optic,-0.06199516459944867,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.38951552877696904,-0.1550626771106992,0.0,0.0,-0.07145017644523312,-0.14754800040263935,Stayed,Competitor,Competitor had better devices,0.2213333207484471,-0.5327820780609409,0.23969190970022017
0067-DKWBL,Male,1.342770068612719,No,0.0,San Diego,92129,-1.310941312243246,1.2170081146945113,-0.6786996571864785,-1.2382384857607853,Offer B,Yes,1.3761010430329987,No,Yes,DSL,0.2706212693071375,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.4597746385153126,-0.9661181423007981,0.0,0.0,-0.7927408269659935,-0.997347782528623,Churned,Competitor,Competitor made better offer,-0.6364496480677787,-0.5327820780609409,0.040004208930587815
0068-FIGTF,Female,-1.582749347979113,No,0.0,Fremont,94539,0.5344139184528888,-0.9945044951831112,-0.6786996571864785,-0.21950680755127444,Offer C,Yes,1.7407001656820587,No,Yes,DSL,1.7673952218867752,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,0.46803480839455747,-0.08889054206240758,0.0,0.0,0.7038850617374338,0.12797982026988466,Stayed,Competitor,Competitor had better devices,0.40530608220735154,1.383850967083204,1.0536587834432678
0071-NDAFP,Male,-0.9260000911931916,Yes,0.0,Santa Rosa,95405,0.9082483403103919,-1.3517945451018396,-0.30287752607834356,-0.3010053418080353,Offer B,Yes,-0.12824086545804309,Yes,No,Fiber Optic,0.20326297480249136,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,-1.220930920522546,-0.7280396704198153,0.0,0.0,-0.18045001096352928,-0.6481420405006116,Stayed,Competitor,Competitor had better devices,-1.3097715515967527,-0.9161086870897699,-1.141848439080441
0074-HDKDG,Male,-0.030432922848753225,Yes,0.0,San Jose,95126,0.4575646065695987,-1.0027216557179446,1.2004109983541962,-0.3010053418080353,Offer B,Yes,-1.4058199049844256,No,Yes,Cable,-0.39461159850603483,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,-0.06397337187155108,-0.29539438064758994,0.0,0.0,-0.7037754947263192,-0.45633134763623395,Stayed,Competitor,Competitor had better devices,-0.010696880299288912,0.23387113999671708,-0.529867574093965
0076-LVEPS,Male,0.6263163339371682,No,0.0,Tujunga,91042,-0.769975981320872,0.7017890854806699,-0.6786996571864785,-0.1380082732945136,Offer B,No,2.6327566876300373e-16,No,Yes,DSL,-0.22830338155274177,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,-0.5959815521376596,-0.45803352951086374,0.0,0.0,-0.899567221540124,-0.6300553949736493,Stayed,Competitor,Competitor had better devices,-0.7261186797937903,0.23387113999671708,-1.2733168273897453
0078-XZMHT,Male,-1.6424538258687422,Yes,0.0,Visalia,93291,0.07871267263495824,0.1781769662413849,1.2004109983541962,1.614210213225845,Offer B,Yes,0.5142539299418254,Yes,Yes,DSL,1.7673952218867752,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.6907731730240427,1.78098527810014,0.0,0.0,1.9294502056724039,1.9613143338278616,Stayed,Competitor,Competitor had better devices,0.7606452688531347,1.7671775761120332,0.8913557501848652
0080-EMYVY,Female,1.044247679164573,No,0.0,Lodi,95240,0.7801869470585495,-0.6509829007283764,-0.6786996571864785,-0.74924728022022,Offer B,Yes,-0.10230393600130114,No,Yes,Cable,-0.9766903578425606,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,-0.389267530287274,-0.685123764228109,0.0,0.0,-0.4909119435466099,-0.6879843767251915,Stayed,Competitor,Competitor had better devices,-0.42314097373393095,-0.5327820780609409,-0.33656699521375794
0080-OROZO,Female,-0.508068745965787,No,0.0,El Portal,95318,0.5902153605895005,-0.03077620726844494,-0.6786996571864785,0.10648732947576901,Offer C,Yes,0.8151223116400339,No,Yes,Fiber Optic,-1.808231442609026,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,1.1426596393946529,0.5523326712214889,0.0,0.0,0.6481891454028651,0.6196947710548717,Stayed,Competitor,Competitor had better devices,1.1975553821725466,1.000524358054375,1.3721285764540587
0082-LDZUE,Male,0.4472029002682806,No,0.0,Calistoga,94515,0.9851786647403405,-1.3167010215681147,-0.6786996571864785,-1.2789877528891658,Offer E,Yes,1.299031309790108,No,Yes,DSL,-1.2261526832725003,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,-0.6184156320283992,-0.9867707326326423,0.0,0.0,-0.8474168050027415,-1.0294362032925517,Joined,Competitor,Competitor had better devices,-0.6778573219539943,-0.9161086870897699,-0.0238227686262071
0082-OQIQY,Male,0.20838498870976369,No,0.0,Farmington,95230,0.7127111918860832,-0.5135708279115796,-0.6786996571864785,-0.1380082732945136,Offer B,Yes,-1.7318841610120403,No,Yes,Fiber Optic,-0.5609198154593279,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.9808137773257464,0.144399882701043,0.0,0.0,-0.8273823027241196,-0.12098061903836281,Stayed,Competitor,Competitor had better devices,0.8332657617446149,0.23387113999671708,0.12687848240384
0083-PIVIK,Male,-1.284226958530967,No,0.0,Tulelake,96134,2.274859116417783,-0.8058324176470342,-0.6786996571864785,1.2882160761988015,Offer B,Yes,-1.476961197208632,Yes,Yes,DSL,1.7673952218867752,Yes,Yes,Yes,Yes,Yes,No,No,No,One Year,No,Bank Withdrawal,0.5657832993470653,1.4506100269904132,0.0,0.0,-0.4729416021088157,1.0223148221101526,Stayed,Competitor,Competitor had better devices,0.7363958998335199,1.000524358054375,0.13945078593041071
0089-IIQKO,Female,-0.6871821796346748,Yes,0.0,Coleville,96107,0.902408955947433,0.13041187744499028,-0.30287752607834356,0.26948439798929075,Offer B,Yes,-0.07710806167189455,Yes,Yes,Fiber Optic,1.7673952218867752,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,1.1650937192853923,0.6562134354120048,0.0,0.0,0.25493007885740715,0.5887769504168187,Stayed,Competitor,Competitor had better devices,1.0546397534452658,1.000524358054375,0.9163012283129575
0093-EXYQL,Female,1.5218835022816066,No,0.0,Ojai,93023,-0.6546408490232092,0.3828372745028736,-0.6786996571864785,0.31023366511767114,Offer B,Yes,1.387216869943031,No,Yes,Fiber Optic,-0.06199516459944867,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,0.895884760596518,0.6148199958152741,0.0,0.0,1.2442459434983488,0.8407110634776637,Stayed,Competitor,Competitor had better devices,0.8969593312865567,-0.14945546903211193,1.334381867331263
